model_name,subgroup_dimension,subgroup_value,n,mae,median_absolute_error,rmse,actual_mean,predicted_mean,actual_sum,predicted_sum,actual_to_expected_ratio,calibration_error_abs
APR_DRG_SEVERITY_MEAN,hospital_key,94,73,4.278553979452832,2.151181102362205,6.274844827068285,6.47945205479452,8.117326505159244,473.0,592.5648348766248,0.7982248897683596,0.2017751102316404
APR_DRG_SEVERITY_MEAN,hospital_key,95,123,3.899895794583083,2.205527638190955,5.322325925958593,3.7398373983739837,6.608086934160106,460.0,812.794692901693,0.5659485771957873,0.4340514228042127
APR_DRG_SEVERITY_MEAN,hospital_key,96,58,6.540001168088252,2.2727831273910266,8.664675746635162,3.4482758620689653,9.682498508102508,200.0,561.5849134699455,0.3561349231485426,0.6438650768514573
APR_DRG_SEVERITY_MEAN,hospital_key,97,568,2.9934192762196314,1.5232917170089944,4.920085722207736,5.269366197183099,5.350933986963903,2993.0,3039.3305045954967,0.9847563453446592,0.015243654655340833
APR_DRG_SEVERITY_MEAN,hospital_key,99,1209,2.866352854443154,1.6370235934664246,4.85818667812729,4.628618693134822,5.527815560485708,5596.0,6683.129012627221,0.8373323318204422,0.1626676681795578
APR_DRG_SEVERITY_MEAN,hospital_key,100,1022,3.47926707992755,2.208796296296296,5.929146024324754,5.785714285714286,6.888822597717915,5913.0,7040.376694867709,0.8398698331454986,0.16013016685450143
APR_DRG_SEVERITY_MEAN,hospital_key,101,244,7.73693739845432,5.443206854345165,11.631398100898789,14.290983606557377,9.982336365165011,3487.0,2435.690073100263,1.4316271345481897,0.4316271345481897
APR_DRG_SEVERITY_MEAN,hospital_key,102,440,0.7572016061333554,0.5407076605977326,1.298198442755131,2.440909090909091,2.5213222900731727,1074.0,1109.381807632196,0.9681067353108008,0.031893264689199174
APR_DRG_SEVERITY_MEAN,hospital_key,103,28,3.713919631906697,2.1922479739453156,6.744973456654145,5.785714285714286,4.095136881034459,162.0,114.66383266896486,1.4128256157954786,0.4128256157954786
APR_DRG_SEVERITY_MEAN,hospital_key,104,594,2.212850687372905,1.3605329303378724,3.265636312682366,3.65993265993266,4.73766466561201,2174.0,2814.1728113735335,0.7725183013686072,0.22748169863139278
APR_DRG_SEVERITY_MEAN,hospital_key,105,99,2.750804334226639,1.888,4.909515493243886,4.151515151515151,4.9383938871303314,411.0,488.90099482590284,0.8406610016131317,0.15933899838686827
APR_DRG_SEVERITY_MEAN,hospital_key,106,27,3.035381859692208,1.6340361445783134,5.583874378866707,3.6296296296296298,4.383048735607671,98.0,118.34231586140713,0.8281061536329034,0.1718938463670966
APR_DRG_SEVERITY_MEAN,hospital_key,107,934,3.8193348180449203,2.4827306933880635,6.6554685688310675,5.296573875802998,7.316562426284738,4947.0,6833.669306149945,0.7239156269309021,0.27608437306909794
APR_DRG_SEVERITY_MEAN,hospital_key,108,552,2.0471524166127137,1.1129401005944217,4.190994360091065,3.619565217391304,4.46162286774031,1998.0,2462.815822992651,0.811266511018336,0.18873348898166398
APR_DRG_SEVERITY_MEAN,hospital_key,109,185,5.614134801383741,3.208835341365462,7.462976472592881,8.183783783783785,8.91564931349868,1514.0,1649.3951229972558,0.9179122569786566,0.08208774302134336
APR_DRG_SEVERITY_MEAN,hospital_key,110,985,2.9541499181779645,1.7710360618202632,5.593687922091077,5.314720812182741,6.078823666799017,5235.0,5987.641311797031,0.8743008686385146,0.12569913136148536
APR_DRG_SEVERITY_MEAN,hospital_key,111,1186,4.289566574750183,1.8361581920903955,7.27433731083623,6.093591905564924,6.878557794114761,7227.0,8157.969543820107,0.8858821991404292,0.1141178008595708
APR_DRG_SEVERITY_MEAN,hospital_key,112,2443,2.9598001868999417,1.5999999999999996,5.638167924061555,5.383544821940237,5.233320836929661,13152.0,12785.00280461916,1.0287052886095767,0.028705288609576662
APR_DRG_SEVERITY_MEAN,hospital_key,113,2824,2.477311456239795,1.3022875816993462,4.629969679974499,4.4171388101983,4.966735406490231,12474.0,14026.06078792841,0.8893444986874577,0.11065550131254231
APR_DRG_SEVERITY_MEAN,hospital_key,114,3067,2.621898113358117,1.3630573248407645,5.426437925059513,5.005542875774372,5.247518221785574,15352.0,16094.138386216357,0.9538876596928014,0.046112340307198574
